id;AfterPenaltyAway;AfterPenaltyHome;Away;Day;DivisionAway;DivisionHome;DivisionPlaceAway;DivisionPlaceDifference;DivisionPlaceHome;FavouriteStatusAway;FavouriteStatusHome;FocusedEvent;GameID;GameNumber;GoalsAway;GoalsHome;Home;Played;PrestigeCupAway;PrestigeCupHome;PrestigePointsBasic;PrestigePointsDivisionBasic;PrestigePointsFocusedEvent;PrestigePointsRivalryAway;PrestigePointsRivalryHome;PrestigePointsTotalAway;PrestigePointsTotalHome;TournamnetRound;RoutinePoints;SignAway;SignHome;TeamMotivationAway;TeamMotivationFavouriteStatusAway;TeamMotivationFavouriteStatusHome;TeamMotivationHome;TeamMotivationPreviousRoundAway;TeamMotivationPreviousRoundHome;TeamMotivationSituationAway;TeamMotivationSituationHome;TeamRankAway;TeamRankDifference;TeamRankDivisionAway;TeamRankDivisionDifference;TeamRankDivisionHome;TeamRankHome;TeamRivalryAway;TeamRivalryHome;TeamRivalryTotal;TeamTacticsAway;TeamTacticsGameValueAway;TeamTacticsGameValueHome;TeamTacticsHome;TeamTacticsValueAway;TeamTacticsValueHome;Tournament;TypeOfGame;Week;Winner;QualificationHome;QualificationAway;SchedulingIdentifyerHome;SchedulingIdentifyerAway
262;;;AF;36;;;7;2;9;Normal;Normal;Relegation battle;262;3;;;SFI;0;;;0.0;-0.03;0.03;0.0;0.0;0.0;0.0;6;0;;;1.285;0.99;1.05;1.3675;1.01;1.16;0.29;0.29;49;-5;6;-2;4;44;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;6;;;;ScheduleDraw;ScheduleDraw
263;;;COB;36;;;4;1;5;Normal;Normal;Even Oppenents;263;4;;;HS;0;;;0.0;-0.03;0.05;0.0;0.0;0.02;0.02;6;0;;;1.28375;1.0;1.0;1.29125;0.975;1.005;0.29;0.29;45;-8;5;-3;2;37;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;6;;;;ScheduleDraw;ScheduleDraw
264;;;HH;36;;;6;-3;3;Normal;Normal;;264;5;;;NS;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;6;0;;;1.3;1.02;0.99;1.236875;0.98;0.8175;0.29;0.29;41;10;3;4;7;51;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;6;;;;ScheduleDraw;ScheduleDraw
265;;;VP;36;;;3;-2;1;Normal;Normal;Top Meeting;265;1;;;TW;0;;;0.0;-0.01;0.01;0.0;0.0;0.0;0.0;6;0;;;1.2775;0.99;0.96;1.141875;0.98;0.9275;0.29;0.19;29;6;2;3;5;35;0.0;0.0;0.0;Drop back;0.127659574468085;0.397727272727273;Balanced;0.127659574468085;0.397727272727273;4;Group;6;;;;ScheduleDraw;ScheduleDraw
266;;;SOL;36;;;4;-2;2;Underdog;Favorite;;266;2;;;TL;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;6;0;;;1.260625;0.98;0.9;1.2325;0.9425;1.07;0.29;0.29;40;-9;7;-3;4;31;0.0;0.0;0.0;Drop back;0.222222222222222;0.484536082474227;Balanced;0.222222222222222;0.484536082474227;4;Group;6;;;;ScheduleDraw;ScheduleDraw
267;;;S;36;;;10;-3;7;Underdog;Favorite;Relegation battle;267;3;;;SS;0;;;0.0;-0.01;0.03;0.0869565217391304;0.0869565217391304;0.10695652173913;0.10695652173913;6;0;;;1.2875;0.97;1.01;1.336875;1.08;1.1575;0.29;0.29;42;-12;8;-5;3;30;1.0;1.0;2.0;Balanced;0.386363636363636;0.0677966101694915;Drop back;0.386363636363636;0.0677966101694915;4;Group;6;;;;ScheduleDraw;ScheduleDraw
268;;;SV;36;;;9;-4;5;Underdog;Favorite;;268;4;;;CHA;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;6;0;;;1.310625;1.02;0.93;1.199375;1.0225;0.8475;0.29;0.29;57;-18;10;-4;6;39;0.0;0.0;0.0;Balanced;0.5;0.409090909090909;Balanced;0.5;0.409090909090909;4;Group;6;;;;ScheduleDraw;ScheduleDraw
269;;;CJ;36;;;8;-2;6;Underdog;Favorite;;269;5;;;LOD;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;6;0;;;1.264375;0.98;0.93;1.279375;0.9575;1.1675;0.29;0.29;48;-23;9;-8;1;25;0.0;0.0;0.0;Balanced;0.5;0.484375;Balanced;0.5;0.484375;4;Group;6;;;;ScheduleDraw;ScheduleDraw
270;;;SST;36;;;6;4;10;Favorite;Underdog;;270;1;;;TBT;0;;;0.0;0.01;;0.0434782608695652;0.0434782608695652;0.0534782608695652;0.0534782608695652;6;0;;;1.258125;0.94;1.08;1.364375;1.0525;1.0575;0.29;0.29;18;20;2;7;9;38;0.5;0.5;1.0;Balanced;0.666666666666667;0.439024390243902;Balanced;0.666666666666667;0.439024390243902;3;Group;6;;;;ScheduleDraw;ScheduleDraw
271;;;MS;36;;;5;-1;4;Normal;Normal;Even Oppenents;271;2;;;ISF;0;;;0.0;0.01;0.05;0.0;0.0;0.06;0.06;6;0;;;1.271875;0.98;1.03;1.30375;0.9875;0.965;0.29;0.29;26;7;6;2;8;33;0.0;0.0;0.0;Balanced;0.533333333333333;0.51685393258427;Balanced;0.533333333333333;0.51685393258427;3;Group;6;;;;ScheduleDraw;ScheduleDraw
272;;;DO;36;;;2;6;8;Normal;Normal;;272;3;;;KS;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;6;0;;;1.306875;1.04;1.05;1.34;0.9475;1.05;0.29;0.29;28;-8;7;-4;3;20;0.0;0.0;0.0;Drop back;0.178571428571429;0.346153846153846;Balanced;0.178571428571429;0.346153846153846;3;Group;6;;;;ScheduleDraw;ScheduleDraw
273;;;EAG;36;;;9;-6;3;Big underdog;Big favorite;;273;4;;;TA;0;;;0.0;0.01;;0.91304347826087;0.91304347826087;0.92304347826087;0.92304347826087;6;0;;;1.355;1.07;0.81;1.14875;1.05;1.005;0.29;0.29;43;-22;10;-6;4;21;10.5;10.5;21.0;Balanced;0.529411764705882;0.269230769230769;Drop back;0.529411764705882;0.269230769230769;3;Group;6;;;;ScheduleDraw;ScheduleDraw
274;;;TH;36;;;1;6;7;Favorite;Underdog;;274;5;;;BK;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;6;0;;;1.1025;0.9;1.06;1.341875;0.95;1.0275;0.19;0.29;11;11;1;4;5;22;0.0;0.0;0.0;Drop back;0.2;0.656;Balanced;0.2;0.656;3;Group;6;;;;ScheduleDraw;ScheduleDraw
275;;;TWL;36;;;10;-7;3;Big underdog;Big favorite;;275;1;;;ÖD;0;;;0.0;0.03;;0.0434782608695652;0.0434782608695652;0.0734782608695652;0.0734782608695652;6;0;;;1.3375;1.04;0.86;1.1775;1.07;0.97;0.29;0.29;14;-11;6;-5;1;3;0.5;0.5;1.0;Drop back;0.235294117647059;0.551282051282051;Balanced;0.235294117647059;0.551282051282051;2;Group;6;;;;ScheduleDraw;ScheduleDraw
276;;;LEO;36;;;5;2;7;Favorite;Underdog;;276;2;;;HÖ;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;6;0;;;1.24625;0.95;1.0;1.315;0.975;1.1;0.29;0.29;12;20;5;5;10;32;0.0;0.0;0.0;Balanced;0.678571428571429;0.436781609195402;Balanced;0.678571428571429;0.436781609195402;2;Group;6;;;;ScheduleDraw;ScheduleDraw
277;;;SSL;36;;;2;6;8;Favorite;Underdog;;277;3;;;PA;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;6;0;;;1.17625;0.91;1.02;1.306875;0.815;1.0075;0.29;0.29;16;1;7;1;8;17;0.0;0.0;0.0;Push up;0.764705882352941;0.583333333333333;Balanced;0.764705882352941;0.583333333333333;2;Group;6;;;;ScheduleDraw;ScheduleDraw
278;;;VIK;36;;;6;-5;1;Underdog;Favorite;;278;4;;;TG;0;;;0.0;0.03;;0.0869565217391304;0.0869565217391304;0.11695652173913;0.11695652173913;6;0;;;1.286875;1.0;0.94;1.14;0.9875;0.98;0.29;0.19;10;-5;4;-2;2;5;1.0;1.0;2.0;Drop back;0.25;0.321428571428571;Balanced;0.25;0.321428571428571;2;Group;6;;;;ScheduleDraw;ScheduleDraw
279;;;LION;36;;;4;5;9;Normal;Normal;;279;5;;;SFÅ;0;;;0.0;0.03;;0.0869565217391304;0.0869565217391304;0.11695652173913;0.11695652173913;6;0;;;1.285;1.01;1.05;1.38;0.95;1.21;0.29;0.29;24;-16;9;-6;3;8;1.0;1.0;2.0;Balanced;0.5;0.196428571428571;Drop back;0.5;0.196428571428571;2;Group;6;;;;ScheduleDraw;ScheduleDraw
280;;;DBL;36;;;8;-6;2;Underdog;Favorite;;280;1;;;KÄ;0;;;0.0;0.05;;0.91304347826087;0.91304347826087;0.96304347826087;0.96304347826087;6;0;;;1.306875;0.99;0.98;1.2775;1.0975;1.01;0.29;0.29;2;-1;2;-1;1;1;10.5;10.5;21.0;Drop back;0.1;0.410958904109589;Balanced;0.1;0.410958904109589;1;Group;6;;;;ScheduleDraw;ScheduleDraw
281;;;SL;36;;;6;-3;3;Normal;Normal;;281;2;;;SF;0;;;0.0;0.05;;0.304347826086957;0.304347826086957;0.354347826086957;0.354347826086957;6;0;;;1.28375;1.0;1.02;1.304375;0.975;0.9975;0.29;0.29;6;1;4;1;5;7;3.5;3.5;7.0;Balanced;0.531645569620253;0.5;Balanced;0.531645569620253;0.5;1;Group;6;;;;ScheduleDraw;ScheduleDraw
282;;;PF;36;;;1;4;5;Favorite;Underdog;;282;3;;;ZB;0;;;0.0;0.05;;0.0434782608695652;0.0434782608695652;0.0934782608695652;0.0934782608695652;6;0;;;1.1525;0.97;1.07;1.336875;0.94;0.9775;0.19;0.29;9;4;6;1;7;13;0.5;0.5;1.0;Balanced;0.571428571428571;0.595238095238095;Balanced;0.571428571428571;0.595238095238095;1;Group;6;;;;ScheduleDraw;ScheduleDraw
283;;;SFA;36;;;4;6;10;Big favorite;Big underdog;;283;4;;;PBV;0;;;0.0;0.05;;0.0;0.0;0.05;0.05;6;0;;;1.293125;1.01;1.14;1.40125;0.9825;1.025;0.29;0.29;4;15;3;6;9;19;0.0;0.0;0.0;Balanced;0.591836734693878;0.413793103448276;Balanced;0.591836734693878;0.413793103448276;1;Group;6;;;;ScheduleDraw;ScheduleDraw
284;;;SSM;36;;;7;2;9;Favorite;Underdog;Relegation battle;284;5;;;FF;0;;;0.0;0.05;0.03;0.347826086956522;0.347826086956522;0.427826086956522;0.427826086956522;6;0;;;1.255;0.96;1.07;1.339375;0.98;0.9875;0.29;0.29;15;8;8;2;10;23;4.0;4.0;8.0;Balanced;0.369565217391304;0.225806451612903;Drop back;0.369565217391304;0.225806451612903;1;Group;6;;;;ScheduleDraw;ScheduleDraw
285;;;;39;;;;;;;;;285;1;;;;0;;;;;;;;;;Round of 16;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;6;;149;150;GameWinner;GameWinner
286;;;;39;;;;;;;;;286;2;;;;0;;;;;;;;;;Round of 16;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;6;;151;152;GameWinner;GameWinner
287;;;;39;;;;;;;;;287;3;;;;0;;;;;;;;;;Round of 16;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;6;;153;154;GameWinner;GameWinner
288;;;;39;;;;;;;;;288;4;;;;0;;;;;;;;;;Round of 16;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;6;;155;156;GameWinner;GameWinner
289;;;;39;;;;;;;;;289;5;;;;0;;;;;;;;;;Round of 16;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;6;;157;158;GameWinner;GameWinner
290;;;;39;;;;;;;;;290;6;;;;0;;;;;;;;;;Round of 16;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;6;;159;160;GameWinner;GameWinner
291;;;;39;;;;;;;;;291;7;;;;0;;;;;;;;;;Round of 16;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;6;;161;162;GameWinner;GameWinner
292;;;;39;;;;;;;;;292;8;;;;0;;;;;;;;;;Round of 16;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;6;;163;164;GameWinner;GameWinner
293;;;CN;43;;;2;6;8;Favorite;Underdog;;293;1;;;MÖS;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;7;0;;;1.15375;0.96;0.99;1.168125;0.975;0.9425;0.19;0.19;52;8;6;4;10;60;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
294;;;KU;43;;;7;-1;6;Normal;Normal;Even Oppenents;294;2;;;GC;0;;;0.0;-0.05;0.05;0.0;0.0;0.0;0.0;7;0;;;1.20125;1.01;0.97;1.174375;1.015;1.0275;0.19;0.19;46;9;3;4;7;55;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
295;;;ÖR;43;;;10;-1;9;Normal;Normal;Relegation battle;295;3;;;BM;0;;;0.0;-0.05;0.03;0.0;0.0;-0.02;-0.02;7;0;;;1.18875;0.98;0.95;1.1525;1.055;1.0;0.19;0.19;59;-1;9;-1;8;58;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
296;;;ARK;43;;;1;2;3;Normal;Normal;Top Meeting;296;4;;;BI;0;;;0.0;-0.05;0.01;0.0;0.0;-0.04;-0.04;7;0;;;1.050625;0.96;1.02;1.215;0.9625;1.04;0.09;0.19;36;-2;2;-1;1;34;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
297;;;GE;43;;;5;-1;4;Normal;Normal;Even Oppenents;297;5;;;SOS;0;;;0.0;-0.05;0.05;0.0;0.0;0.0;0.0;7;0;;;1.200625;1.01;1.05;1.234375;1.0125;1.0275;0.19;0.19;50;-3;5;-1;4;47;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
298;;;HS;43;;;5;3;8;Normal;Normal;;298;1;;;TD;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;7;0;;;1.28375;0.99;0.98;1.32125;1.005;1.185;0.29;0.29;37;-10;2;-1;1;27;0.0;0.0;0.0;Balanced;0.5;0.0166666666666667;Drop back;0.5;0.0166666666666667;5;Group;7;;;;ScheduleDraw;ScheduleDraw
299;;;HH;43;;;6;4;10;Favorite;Underdog;;299;2;;;KN;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;7;0;;;1.24;0.94;1.0;1.31125;0.98;1.085;0.29;0.29;41;12;3;5;8;53;0.0;0.0;0.0;Balanced;0.5;0.491071428571428;Balanced;0.5;0.491071428571428;5;Group;7;;;;ScheduleDraw;ScheduleDraw
300;;;COB;43;;;4;5;9;Favorite;Underdog;;300;3;;;SFI;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;7;0;;;1.27625;0.99;1.07;1.3825;0.975;1.16;0.29;0.29;45;-1;5;-1;4;44;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;7;;;;ScheduleDraw;ScheduleDraw
301;;;AF;43;;;7;-6;1;Normal;Normal;;301;4;;;SVF;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;7;0;;;1.33;1.05;1.02;1.17625;1.01;0.885;0.29;0.19;49;7;6;4;10;56;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;7;;;;ScheduleDraw;ScheduleDraw
302;;;NS;43;;;3;-1;2;Normal;Normal;Top Meeting;302;5;;;ELD;0;;;0.0;-0.03;0.01;0.0;0.0;-0.02;-0.02;7;0;;;1.244375;1.0;0.95;1.230625;0.8175;0.9125;0.29;0.29;51;3;7;2;9;54;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;7;;;;ScheduleDraw;ScheduleDraw
303;;;CHA;43;;;5;-4;1;Underdog;Favorite;;303;1;;;TW;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;7;0;;;1.326875;1.1;0.93;1.119375;0.8475;0.9275;0.29;0.19;39;-4;6;-1;5;35;0.0;0.0;0.0;Balanced;0.409090909090909;0.397727272727273;Balanced;0.409090909090909;0.397727272727273;4;Group;7;;;;ScheduleDraw;ScheduleDraw
304;;;LOD;43;;;6;-4;2;Normal;Normal;;304;2;;;TL;0;;;0.0;-0.01;;0.0434782608695652;0.0434782608695652;0.0334782608695652;0.0334782608695652;7;0;;;1.339375;1.01;0.95;1.27;1.1675;1.07;0.29;0.29;25;6;1;3;4;31;0.5;0.5;1.0;Balanced;0.484375;0.484536082474227;Balanced;0.484375;0.484536082474227;4;Group;7;;;;ScheduleDraw;ScheduleDraw
305;;;CJ;43;;;8;-1;7;Underdog;Favorite;Relegation battle;305;3;;;SS;0;;;0.0;-0.01;0.03;0.0;0.0;0.02;0.02;7;0;;;1.346875;1.09;1.02;1.344375;0.9575;1.1575;0.29;0.29;48;-18;9;-6;3;30;0.0;0.0;0.0;Balanced;0.5;0.0677966101694915;Drop back;0.5;0.0677966101694915;4;Group;7;;;;ScheduleDraw;ScheduleDraw
306;;;SV;43;;;9;-6;3;Big underdog;Big favorite;;306;4;;;VP;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;7;0;;;1.408125;1.15;0.88;1.195;1.0225;0.98;0.29;0.29;57;-28;10;-8;2;29;0.0;0.0;0.0;Balanced;0.5;0.127659574468085;Drop back;0.5;0.127659574468085;4;Group;7;;;;ScheduleDraw;ScheduleDraw
307;;;S;43;;;10;-6;4;Underdog;Favorite;;307;5;;;SOL;0;;;0.0;-0.01;;0.0869565217391304;0.0869565217391304;0.0769565217391304;0.0769565217391304;7;0;;;1.3175;1.01;0.96;1.245625;1.08;0.9425;0.29;0.29;42;-2;8;-1;7;40;1.0;1.0;2.0;Balanced;0.386363636363636;0.222222222222222;Drop back;0.386363636363636;0.222222222222222;4;Group;7;;;;ScheduleDraw;ScheduleDraw
308;;;KS;43;;;8;2;10;Favorite;Underdog;Relegation battle;308;1;;;TBT;0;;;0.0;0.01;0.03;0.0434782608695652;0.0434782608695652;0.0834782608695652;0.0834782608695652;7;0;;;1.235;0.91;1.0;1.304375;1.05;1.0575;0.29;0.29;20;18;3;6;9;38;0.5;0.5;1.0;Balanced;0.346153846153846;0.439024390243902;Balanced;0.346153846153846;0.439024390243902;3;Group;7;;;;ScheduleDraw;ScheduleDraw
309;;;SST;43;;;6;-2;4;Favorite;Underdog;;309;2;;;ISF;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;7;0;;;1.303125;1.0;0.99;1.27375;1.0525;0.965;0.29;0.29;18;15;2;6;8;33;0.0;0.0;0.0;Balanced;0.666666666666667;0.51685393258427;Balanced;0.666666666666667;0.51685393258427;3;Group;7;;;;ScheduleDraw;ScheduleDraw
310;;;EAG;43;;;9;-4;5;Underdog;Favorite;;310;3;;;MS;0;;;0.0;0.01;;0.0434782608695652;0.0434782608695652;0.0534782608695652;0.0534782608695652;7;0;;;1.37;1.09;1.0;1.286875;1.05;0.9875;0.29;0.29;43;-17;10;-4;6;26;0.5;0.5;1.0;Balanced;0.529411764705882;0.533333333333333;Balanced;0.529411764705882;0.533333333333333;3;Group;7;;;;ScheduleDraw;ScheduleDraw
311;;;DO;43;;;2;1;3;Normal;Normal;Top Meeting;311;4;;;TA;0;;;0.0;0.01;0.01;0.130434782608696;0.130434782608696;0.150434782608696;0.150434782608696;7;0;;;1.239375;0.95;1.04;1.32125;0.9475;1.005;0.29;0.29;28;-7;7;-3;4;21;1.5;1.5;3.0;Drop back;0.178571428571429;0.269230769230769;Drop back;0.178571428571429;0.269230769230769;3;Group;7;;;;ScheduleDraw;ScheduleDraw
312;;;TH;43;;;1;6;7;Favorite;Underdog;;312;5;;;BK;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;7;0;;;1.185;1.01;1.03;1.319375;0.95;1.0275;0.19;0.29;11;11;1;4;5;22;0.0;0.0;0.0;Drop back;0.2;0.656;Balanced;0.2;0.656;3;Group;7;;;;ScheduleDraw;ScheduleDraw
313;;;SFÅ;43;;;9;-6;3;Underdog;Favorite;;313;1;;;ÖD;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;7;0;;;1.335;0.99;0.94;1.2375;1.21;0.97;0.29;0.29;8;-5;3;-2;1;3;0.0;0.0;0.0;Drop back;0.196428571428571;0.551282051282051;Balanced;0.196428571428571;0.551282051282051;2;Group;7;;;;ScheduleDraw;ScheduleDraw
314;;;SSL;43;;;2;5;7;Favorite;Underdog;;314;2;;;HÖ;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;7;0;;;1.25875;1.02;1.06;1.36;0.815;1.1;0.29;0.29;16;16;7;3;10;32;0.0;0.0;0.0;Push up;0.764705882352941;0.436781609195402;Balanced;0.764705882352941;0.436781609195402;2;Group;7;;;;ScheduleDraw;ScheduleDraw
315;;;TG;43;;;1;7;8;Big favorite;Big underdog;;315;3;;;PA;0;;;0.0;0.03;;0.173913043478261;0.173913043478261;0.203913043478261;0.203913043478261;7;0;;;1.0875;0.87;0.97;1.269375;0.98;1.0075;0.19;0.29;5;12;2;6;8;17;2.0;2.0;4.0;Balanced;0.321428571428571;0.583333333333333;Balanced;0.321428571428571;0.583333333333333;2;Group;7;;;;ScheduleDraw;ScheduleDraw
316;;;LEO;43;;;5;5;10;Favorite;Underdog;;316;4;;;TWL;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;7;0;;;1.22375;0.92;1.09;1.375;0.975;1.07;0.29;0.29;12;2;5;1;6;14;0.0;0.0;0.0;Balanced;0.678571428571429;0.235294117647059;Drop back;0.678571428571429;0.235294117647059;2;Group;7;;;;ScheduleDraw;ScheduleDraw
317;;;LION;43;;;4;2;6;Normal;Normal;;317;5;;;VIK;0;;;0.0;0.03;;0.173913043478261;0.173913043478261;0.203913043478261;0.203913043478261;7;0;;;1.2775;1.0;0.95;1.249375;0.95;0.9875;0.29;0.29;24;-14;9;-5;4;10;2.0;2.0;4.0;Balanced;0.5;0.25;Drop back;0.5;0.25;2;Group;7;;;;ScheduleDraw;ScheduleDraw
318;;;SFA;43;;;4;-2;2;Underdog;Favorite;;318;1;;;KÄ;0;;;0.0;0.05;;0.0434782608695652;0.0434782608695652;0.0934782608695652;0.0934782608695652;7;0;;;1.330625;1.06;0.95;1.255;0.9825;1.01;0.29;0.29;4;-3;3;-2;1;1;0.5;0.5;1.0;Balanced;0.591836734693878;0.410958904109589;Balanced;0.591836734693878;0.410958904109589;1;Group;7;;;;ScheduleDraw;ScheduleDraw
319;;;FF;43;;;9;-1;8;Underdog;Favorite;Relegation battle;319;2;;;DBL;0;;;0.0;0.05;0.03;0.0434782608695652;0.0434782608695652;0.123478260869565;0.123478260869565;7;0;;;1.361875;1.1;1.02;1.329375;0.9875;1.0975;0.29;0.29;23;-21;10;-8;2;2;0.5;0.5;1.0;Drop back;0.225806451612903;0.1;Drop back;0.225806451612903;0.1;1;Group;7;;;;ScheduleDraw;ScheduleDraw
320;;;PF;43;;;1;2;3;Normal;Normal;Top Meeting;320;3;;;SF;0;;;0.0;0.05;0.01;0.0;0.0;0.06;0.06;7;0;;;1.2125;1.05;0.98;1.274375;0.94;0.9975;0.19;0.29;9;-2;6;-1;5;7;0.0;0.0;0.0;Balanced;0.571428571428571;0.5;Balanced;0.571428571428571;0.5;1;Group;7;;;;ScheduleDraw;ScheduleDraw
321;;;PBV;43;;;10;-5;5;Underdog;Favorite;;321;4;;;ZB;0;;;0.0;0.05;;0.0869565217391304;0.0869565217391304;0.13695652173913;0.13695652173913;7;0;;;1.29625;1.0;1.02;1.299375;1.025;0.9775;0.29;0.29;19;-6;9;-2;7;13;1.0;1.0;2.0;Balanced;0.413793103448276;0.595238095238095;Balanced;0.413793103448276;0.595238095238095;1;Group;7;;;;ScheduleDraw;ScheduleDraw
322;;;SSM;43;;;7;-1;6;Underdog;Favorite;Even Oppenents;322;5;;;SL;0;;;0.0;0.05;0.05;0.521739130434783;0.521739130434783;0.621739130434783;0.621739130434783;7;0;;;1.2925;1.01;1.02;1.29875;0.98;0.975;0.29;0.29;15;-9;8;-4;4;6;6.0;6.0;12.0;Balanced;0.369565217391304;0.531645569620253;Balanced;0.369565217391304;0.531645569620253;1;Group;7;;;;ScheduleDraw;ScheduleDraw
323;;;CN;43;;;2;6;8;Favorite;Underdog;;323;1;;;MÖS;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;7;0;;;1.11625;0.91;1.07;1.228125;0.975;0.9425;0.19;0.19;52;8;6;4;10;60;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
324;;;KU;43;;;7;-1;6;Normal;Normal;Even Oppenents;324;2;;;GC;0;;;0.0;-0.05;0.05;0.0;0.0;0.0;0.0;7;0;;;1.17875;0.98;1.01;1.204375;1.015;1.0275;0.19;0.19;46;9;3;4;7;55;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
325;;;ÖR;43;;;10;-1;9;Normal;Normal;Relegation battle;325;3;;;BM;0;;;0.0;-0.05;0.03;0.0;0.0;-0.02;-0.02;7;0;;;1.21125;1.01;1.01;1.1975;1.055;1.0;0.19;0.19;59;-1;9;-1;8;58;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
326;;;ARK;43;;;1;2;3;Normal;Normal;Top Meeting;326;4;;;BI;0;;;0.0;-0.05;0.01;0.0;0.0;-0.04;-0.04;7;0;;;1.050625;0.96;1.0;1.2;0.9625;1.04;0.09;0.19;36;-2;2;-1;1;34;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
327;;;GE;43;;;5;-1;4;Normal;Normal;Even Oppenents;327;5;;;SOS;0;;;0.0;-0.05;0.05;0.0;0.0;0.0;0.0;7;0;;;1.200625;1.01;0.95;1.159375;1.0125;1.0275;0.19;0.19;50;-3;5;-1;4;47;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;7;;;;ScheduleDraw;ScheduleDraw
328;;;HS;43;;;5;3;8;Normal;Normal;;328;1;;;TD;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;7;0;;;1.30625;1.02;1.02;1.35125;1.005;1.185;0.29;0.29;37;-10;2;-1;1;27;0.0;0.0;0.0;Balanced;0.5;0.0166666666666667;Drop back;0.5;0.0166666666666667;5;Group;7;;;;ScheduleDraw;ScheduleDraw
329;;;HH;43;;;6;4;10;Favorite;Underdog;;329;2;;;KN;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;7;0;;;1.285;1.0;1.01;1.31875;0.98;1.085;0.29;0.29;41;12;3;5;8;53;0.0;0.0;0.0;Balanced;0.5;0.491071428571428;Balanced;0.5;0.491071428571428;5;Group;7;;;;ScheduleDraw;ScheduleDraw
330;;;COB;43;;;4;5;9;Favorite;Underdog;;330;3;;;SFI;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;7;0;;;1.21625;0.91;1.01;1.3375;0.975;1.16;0.29;0.29;45;-1;5;-1;4;44;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;7;;;;ScheduleDraw;ScheduleDraw
